Order,Titre_Texte,SOUND,MORPHEMES,M-GLOSS,CATEGORY
97.0,littihal,mulaj,[mulaj],[Moulay],N
98.0,littihal,brahim,[brahim],[Brahim],N
99.0,littihal,jan,[jan],[one:M],
100.0,littihal,gis,[gi-s],[loc:3MS],
101.0,littihal,ittahln,[i-ttahl-n],[3MS-marry-n:partic],V
102.0,littihal,l!baraka,[l-!baraka],[the blessing],N
103.0,littihal,ns,[n-s],[PossDet:3S],
104.0,littihal,tfulki,[t-fulki],[3FS-be pretty],V
105.0,littihal,New_Sentence,New_Sentence,New_Sentence,
106.0,littihal,awa,[awa],[so],
107.0,littihal,gwma,[gwma],[brother],N
108.0,littihal,ħtta,[ħtta],[even if],
109.0,littihal,nkkwni,[nkkwni],[1P:M],N
110.0,littihal,nra,[n-ra],[1P-want:pf],V
111.0,littihal,t,[t],[Obj:3S],
112.0,littihal,New_Sentence,New_Sentence,New_Sentence,
113.0,littihal,mad,[mad],[what],
114.0,littihal,ak,[a-k],[dat-2MS],
115.0,littihal,tga,[t-ga],[3FS-be:pf],V
116.0,littihal,tmʁart,[t-mʁar-t],[FSCS-woman],N
117.0,littihal,at,[ad],[AD:Comp],
118.0,littihal,tmunt,[t-mun-t],[2MS-go with:ao],V
119.0,littihal,New_Sentence,New_Sentence,New_Sentence,
120.0,littihal,tga,[t-ga],[3FS-be:pf],V
121.0,littihal,i,[i],[to],
122.0,littihal,jji,[iji],[dat:1S],
123.0,littihal,illi,[illi],[daughter],N
124.0,littihal,New_Sentence,New_Sentence,New_Sentence,
125.0,littihal,awa,[awa],[so],
126.0,littihal,gwma,[gwma],[brother],N
127.0,littihal,iʁ,[iʁ],[if],
128.0,littihal,rad,[rad],[RAD:Fut],
129.0,littihal,i,[i],[to],
130.0,littihal,jji,[iji],[dat:1S],
131.0,littihal,tt,[tt],[Obj:3S],
132.0,littihal,tft,[t-f-t],[2S-give:ao],V
133.0,littihal,ʕla,[ʕla],[ʕla],
134.0,littihal,sunnati,[sunnati],[sunnati],N
135.0,littihal,llahi,[llahi],[Allah],N
136.0,littihal,wa,[wa],[and],
137.0,littihal,!rasulihi,[!rasulihi],[his messenger],N
138.0,littihal,u!llah,[u-!llah],[by God],N
139.0,littihal,ar,[ar],[AR],
140.0,littihal,tt,[tt],[tt],
141.0,littihal,ukan,[ukan],[just],
142.0,littihal,New_Sentence,New_Sentence,New_Sentence,
143.0,littihal,riʁ,[ri-ʁ],[want:ao-1S],V
144.0,littihal,lfal,[l-fal],[the Omen],N
145.0,littihal,ad,[ad],[AD:Comp],
146.0,littihal,iʕdl,[i-ʕdl],[3MS-be good:pf],V
147.0,littihal,ukan,[ukan],[just],
148.0,littihal,awa,[awa],[so],
149.0,littihal,gwma,[gwma],[brother],N
150.0,littihal,iχ,[iχ],[if],
151.0,littihal,tt,[tt],[Obj],
152.0,littihal,trit,[t-ri-t],[2MS-want:ao],V
153.0,littihal,zajdnn,[zajd-nn],[advance:ao-nn],V
154.0,littihal,ar,[ar],[AR],
155.0,littihal,mulaj,[mulaj],[Moulay],N
156.0,littihal,brahim,[brahim],[Brahim],N
157.0,littihal,fkaʁ,[fka-ʁ],[give:ao-1S],V
158.0,littihal,ak,[a-k],[dat-2S],
159.0,littihal,tt,[tt],[Obj:3S],
160.0,littihal,awa,[awa],[so],
161.0,littihal,gawrat,[gawr-at],[sit down:Imper:2P],V
162.0,littihal,ʁid,[ʁid],[deic],
163.0,littihal,ar,[ar],[AR],
164.0,littihal,dd,[dd],[dd],
165.0,littihal,urriʁ,[urri-ʁ],[return:ao-1S],V
166.0,littihal,New_Sentence,New_Sentence,New_Sentence,
167.0,littihal,a,[a],[Voc],
168.0,littihal,tamʁart,[ta-mʁar-t],[FSCS-woman],N
169.0,littihal,mad,[mad],[what],
170.0,littihal,am,[a-m],[dat-2FS],
171.0,littihal,iga,[i-ga],[3MS-do:pf],V
172.0,littihal,urgaz,[u-rgaz],[SMCS-man],N
173.0,littihal,a,[a],[DemDet-Deic:this],
174.0,littihal,New_Sentence,New_Sentence,New_Sentence,
175.0,littihal,la,[la],[No],
176.0,littihal,la,[la],[No],
177.0,littihal,a,[a],[Voc],
178.0,littihal,gwma,[gwma],[brother],N
179.0,littihal,argaz,[a-rgaz],[MFSS-man],N
180.0,littihal,ad,[ad],[AD:Comp],
181.0,littihal,munʁd,[mun-ʁ-d],[go with:pf-1S-deic],V
182.0,littihal,hlli,[hlli],[may be],
183.0,littihal,diss,[d-iss],[d-iss],
184.0,littihal,aʃiban,[a-ʃiban],[MFSS-old man],N
185.0,littihal,ad,[ad],[AD:Comp],
186.0,littihal,uʃkiʁd,[uʃki-ʁ-d],[come:pf-1S-deic],V
187.0,littihal,diss,[d-iss],[with-him/her],
188.0,littihal,zzʁ,[zzʁ],[from],
189.0,littihal,tmazirt,[t-mazir-t],[SMCS-country],N
190.0,littihal,imma,[imma],[whereas],
191.0,littihal,nkkin,[nkkin],[1S:me],N
192.0,littihal,ur,[ur],[neg],
193.0,littihal,giʁ,[gi-ʁ],[be:pf-1S],V
194.0,littihal,illis,[illi-s],[daughter-poss:3S],N
195.0,littihal,walajnni,[walajnni],[but],
196.0,littihal,a,[a],[Voc],
197.0,littihal,gwma,[gwma],[brother],N
198.0,littihal,ħnnanu,[ħnna-nu],[darling-poss:1S],N
199.0,littihal,tssnt,[t-ssn-t],[2MS-know:ao],V
200.0,littihal,asmun,[a-smun],[MFSS-companion],N
201.0,littihal,ʁikann,[ʁikann],[like this],
202.0,littihal,a,[ad],[AD:Comp],
203.0,littihal,jga,[i-ga],[3MS-be:pf],V
204.0,littihal,New_Sentence,New_Sentence,New_Sentence,
205.0,littihal,awa,[awa],[so],
206.0,littihal,a,[a],[Voc],
207.0,littihal,lalla,[lalla],[lalla],N
208.0,littihal,iχ,[iχ],[if],
209.0,littihal,trit,[t-ri-t],[2MS-want:ao],V
210.0,littihal,a,[ad],[AD:Comp],
211.0,littihal,kkm,[a-kkm],[Obj:2FS],
212.0,littihal,awiʁ,[awi-ʁ],[carry:Impf-1S],V
213.0,littihal,ʕla,[ʕla],[for],
214.0,littihal,sunnati,[sunnati],[behavior of],N
215.0,littihal,llahi,[llahi],[Allah],N
216.0,littihal,wa,[wa],[and],
217.0,littihal,rasulih,[rasulih],[his prophet],N
218.0,littihal,zajdnn,[zajd-nn],[advance:pf-3PM],V
219.0,littihal,ar,[ar],[AR],
220.0,littihal,mulaj,[mulaj],[Moulay],N
221.0,littihal,brahim,[brahim],[Brahim],N
222.0,littihal,fkaʁam,[fka-ʁ-a-m],[give:ao-1S-dat-2FS],V
223.0,littihal,lʕahd,[l-ʕahd],[the-promise],N
224.0,littihal,ma,[ma],[what],
225.0,littihal,s,[s],[with],
226.0,littihal,tinn,[t-inn],[Obj-deic],
227.0,littihal,jadda,[i-adda],[before],
228.0,littihal,tkkit,[t-kki-t],[2S-pass:pf],V
229.0,littihal,tgit,[t-gi-t],[2MS-be:pf-2MS],V
230.0,littihal,New_Sentence,New_Sentence,New_Sentence,
231.0,littihal,ur,[ur],[neg],
232.0,littihal,tinn,[t-inn],[Obj-deic],
233.0,littihal,a,[a],[voc],
234.0,littihal,gwma,[gwma],[brother],N
235.0,littihal,kkiʁ,[kki-ʁ],[pass:pf-1S],V
236.0,littihal,giʁ,[gi-ʁ],[be:pf-1S],V
237.0,littihal,jat,[jat],[one:F],N
238.0,littihal,ʁar,[ʁar],[just],
239.0,littihal,illis,[illi-s],[daughter-poss:3S],N
240.0,littihal,llʒwad,[n l-ʒwad],[of the generous:P],N
241.0,littihal,kad,[kad],[Comp],
242.0,littihal,giʁ,[gi-ʁ],[be:pf-1S],V
243.0,littihal,tinn,[t-inn],[Obj-deic],
244.0,littihal,ukan,[ukan],[just],
245.0,littihal,ttahlaʁ,[ttahl-a-ʁ],[marry:pf-1S],V
246.0,littihal,walajnni,[walajnni],[but],
247.0,littihal,ur,[ur],[neg],
248.0,littihal,i,[i],[to],
249.0,littihal,jji,[iji],[dat:1S],
250.0,littihal,ifki,[i-fki],[3MS-give:pf],V
251.0,littihal,!rbbi,[!rbbi],[God],N
252.0,littihal,ʁ,[ʁ],[to],
253.0,littihal,irgazn,[i-rgaz-n],[PMFS-man],N
254.0,littihal,imma,[imma],[whereas],
255.0,littihal,a,[a],[voc],
256.0,littihal,gwma,[gwma],[brother],N
257.0,littihal,ħnnanu,[ħnna-nu],[darling-poss1S],N
258.0,littihal,ur,[ur],[neg],
259.0,littihal,i,[i],[to],
260.0,littihal,jji,[iji],[dat:1S],
261.0,littihal,i!χassa,[i-!χassa],[3MS-miss:pf],V
262.0,littihal,amja,[amja],[nothing],N
263.0,littihal,lhmdu,[l-hmdu],[praise],N
264.0,littihal,li,[li],[to],
265.0,littihal,llah,[llah],[Allah],N
266.0,littihal,dari,[dar-i],[at-1S],
267.0,littihal,tiħuna,[ti-ħun-a],[PFFS-shope],N
268.0,littihal,ʁ,[ʁ],[at],
269.0,littihal,mrrakwʃ,[mrrakwʃ],[Marrakech],N
270.0,littihal,llant,[lla-nt],[be:pf-3PF],V
271.0,littihal,dari,[dar-i],[at-1S],
272.0,littihal,l!garaʒat,[l-!garaʒ-at],[the-garage-P],N
273.0,littihal,illa,[i-lla],[3MS-be:pf],V
274.0,littihal,dari,[dar-i],[at-1S],
275.0,littihal,kulʃi,[kulʃi],[whole thing],N
276.0,littihal,lχir,[l-χir],[lot of good],N
277.0,littihal,juʒad,[i-uʒad],[3MS-be ready:pf],V
278.0,littihal,wallajnni,[wallajnni],[but],
279.0,littihal,riʁ,[ri-ʁ],[want:ao-1S],V
280.0,littihal,nkki,[nkki],[1S:me],
281.0,littihal,kra,[kra],[some],
282.0,littihal,wrgaz,[w-rgaz],[SMCS-man],N
283.0,littihal,ma,[ma],[what],
284.0,littihal,fllati,[flla-ti],[on-me],
285.0,littihal,ittnubn,[i-tt-nub-n],[3MS-pron-stand for-n:partic],V
286.0,littihal,tsllat,[t-sll-a-t],[2S-listen:ao],V
287.0,littihal,ur,[ur],[neg],
288.0,littihal,at,[ad],[AD:Comp],
289.0,littihal,t,[t],[Obj:3S],
290.0,littihal,i!χssa,[i-!χssa],[3MS-miss:pf],V
291.0,littihal,umja,[umja],[nothing],N
292.0,littihal,i!χssa,[i-!χssa],[3MS-miss:pf],V
293.0,littihal,i,[i],[dat:1S],
294.0,littihal,jji,[iji],[dat:1S],
295.0,littihal,kra,[kra],[some],
296.0,littihal,wrgaz,[w-rgaz],[SMCS-man],N
297.0,littihal,illan,[i-lla-n],[3MS-be-n:partic],V
298.0,littihal,s,[s],[s],
299.0,littihal,l!ʕarada,[l-!ʕarada],[the-honor],N
300.0,littihal,ns,[n-s],[PossDet:3S],
301.0,littihal,nkki,[nkki],[1S:me],N
302.0,littihal,lliʁ,[lli-ʁ],[be:pf-1S],
303.0,littihal,s,[s],[with],
304.0,littihal,l!ʕaradanw,[l-!ʕarada-nw],[the-honor-poss1S],N
305.0,littihal,a,[ad],[AD:Comp],
306.0,littihal,ddiss,[dd-iss],[with-him/her],
307.0,littihal,munaʁ,[muna-ʁ],[go with:pf-1S],V
308.0,littihal,jawi,[i-awi],[3MS-bring:Impf],V
309.0,littihal,i,[i],[to],
310.0,littihal,jji,[iji],[dat:1S],
311.0,littihal,awiʁ,[awi-ʁ],[carry:Impf-1S],V
312.0,littihal,t,[t],[Obj:3S],
313.0,littihal,nʃrk,[n-ʃrk],[1P-share:ao],V
314.0,littihal,tarwa,[tarwa],[children],N
315.0,littihal,New_Sentence,New_Sentence,New_Sentence,
316.0,littihal,awa,[awa],[so],
317.0,littihal,a,[a],[voc],
318.0,littihal,bnti,[bnti],[may daughter],N
319.0,littihal,iχ,[iχ],[if],
320.0,littihal,tssnt,[t-ssn-t],[2MS-know:ao],V
321.0,littihal,mat,[mat],[what],
322.0,littihal,tskart,[t-skar-t],[2S:do:ao],V
323.0,littihal,ʃuf,[ʃuf],[look:ao:2S],V
324.0,littihal,rar,[rar],[make:ao:2S],V
325.0,littihal,lʕaqql,[l-ʕaqql],[the brain],N
326.0,littihal,χχa,[χχa],[please],
327.0,littihal,i,[i],[to],
328.0,littihal,wrgaz,[w-rgaz],[SMCS-man],N
329.0,littihal,ad,[a-d],[DemDet-Deic:this],N
330.0,littihal,a,[ad],[AD:Comp],
331.0,littihal,jftu,[i-ftu],[3MS-go way:pf],V
332.0,littihal,bħalt,[bħal-t],[to the house-3MS],N
333.0,littihal,lliʁ,[lli-ʁ],[be:pf-1S],V
334.0,littihal,am,[a-m],[dat-2F],
335.0,littihal,ur,[ur],[neg],
336.0,littihal,igi,[i-gi],[3MS-be:pf],V
337.0,littihal,jat,[jat],[nothing],N
338.0,littihal,a,[ad],[AD:Comp],
339.0,littihal,kkm,[kkm],[2FS],
340.0,littihal,awiʁ,[awi-ʁ],[carry:Impf-1S],V
341.0,littihal,!nʃaʕllah,[!nʃaʕllah],[if God wills it],V
342.0,littihal,nfk,[n-fk],[1P-give:ao],V
343.0,littihal,lʕahd,[l-ʕahd],[the-promise],N
344.0,littihal,ʁ,[ʁ],[at],
345.0,littihal,mulaj,[mulaj],[Moulay],N
346.0,littihal,brahim,[brahim],[Brahim],N
347.0,littihal,ʃrkʁ,[ʃrk-ʁ],[associate:pf-1S],V
348.0,littihal,dim,[di-m],[in you:2FS-m],
349.0,littihal,tarwa,[tarwa],[children],N
350.0,littihal,a,[ad],[AD:Comp],
351.0,littihal,dd,[dd],[dd],
352.0,littihal,jall,[i-all],[3MS-all],V
353.0,littihal,!rbbi,[!rbbi],[God],N
354.0,littihal,nkki,[nkki],[1S:me],N
355.0,littihal,nit,[nit],[really],
356.0,littihal,a,[a],[voc],
357.0,littihal,lalla,[lalla],[my lady],N
358.0,littihal,ifka,[i-fka],[3MS-give:pf],V
359.0,littihal,!rbbi,[!rbbi],[God],N
360.0,littihal,!rrzq,[!rrzq],[livelihood],V
361.0,littihal,nkki,[nkki],[1S:me],N
362.0,littihal,nit,[nit],[really],
363.0,littihal,!saħb,[!saħb],[beneficiary],N
364.0,littihal,lantrit,[lantrit],[retirement],N
365.0,littihal,llant,[lla-nt],[be:pf-3PF],V
366.0,littihal,dari,[dar-i],[at-1S],
367.0,littihal,!kkozt,[!kkozt],[four],N
368.0,littihal,lantritat,[lantritat],[retirement:P],N
369.0,littihal,ad,[ad],[AD:Comp],
370.0,littihal,tt!χllasʁ,[tt-χlla!s-ʁ],[2S-pay:ao-1S],V
371.0,littihal,i,[i],[every],
372.0,littihal,ʃʃhr,[ʃʃhr],[month],N
373.0,littihal,New_Sentence,New_Sentence,New_Sentence,
374.0,littihal,awa,[awa],[so],
375.0,littihal,a,[a],[voc],
376.0,littihal,gwma,[gwma],[brother],N
377.0,littihal,ħnnanu,[ħnna-nu],[darling-poss1S],N
378.0,littihal,!kkozt,[!kkozt],[four],N
379.0,littihal,lantritat,[lantritat],[retirement:P],N
380.0,littihal,llant,[lla-nt],[be:pf-3PF],V
381.0,littihal,dark,[dar-k],[at-2MS],
382.0,littihal,ad,[ad],[AD:Comp],
383.0,littihal,tt!χllasst,[tt-!χllass-t],[2S-pay:ao-2S],V
384.0,littihal,ʁ,[ʁ],[in],
385.0,littihal,ʃʃhr,[ʃʃhr],[month],N
386.0,littihal,nkki,[nkki],[1S:me],N
387.0,littihal,ifl,[i-fl],[3MS-leave a legacy:pf],V
388.0,littihal,i,[i],[to],
389.0,littihal,jjid,[iji-d],[dat-1S-deic],
390.0,littihal,urgaz,[u-rgaz],[SMCS-man],N
391.0,littihal,tiħuna,[ti-ħun-a],[PFFS-shope],N
392.0,littihal,ifl,[i-fl],[3MS-leave a legacy:pf],V
393.0,littihal,i,[i],[to],
394.0,littihal,jjid,[iji-d],[dat-1S-deic],
395.0,littihal,lħmmam,[l-ħmmam],[the bath],N
396.0,littihal,ifl,[i-fl],[3MS-leave a legacy:pf],V
397.0,littihal,i,[i],[to],
398.0,littihal,jjid,[iji-d],[dat-1S-deic],
399.0,littihal,kulʃi,[kulʃi],[whole thing],N
400.0,littihal,rwaħ,[rwaħ],[let's go:Imper],V
401.0,littihal,a,[a],[Voc],
402.0,littihal,gwma,[gwma],[brother],N
403.0,littihal,ħnnani,[ħnnani],[darling-poss1S],N
404.0,littihal,mrħba,[mrħba bik],[welcome to you],
405.0,littihal,[stta u sttin],[stta u sttin],[sixty six],N
406.0,littihal,mrħba,[mrħba],[welcome],
407.0,littihal,New_Sentence,New_Sentence,New_Sentence,
408.0,littihal,awa,[awa],[so],
409.0,littihal,skr,[skr],[2S:do:Imper],V
410.0,littihal,jan,[jan],[one:M],N
411.0,littihal,!rrij,[!rrij],[opinion],N
412.0,littihal,New_Sentence,New_Sentence,New_Sentence,
413.0,littihal,ma,[ma],[what],
414.0,littihal,tt,[d t],[d Obj],
415.0,littihal,igan,[i-ga-n],[3MS-be:pf-partic],V
416.0,littihal,a,[a],[voc],
417.0,littihal,gwma,[gwma],[brother],N
418.0,littihal,New_Sentence,New_Sentence,New_Sentence,
419.0,littihal,rwaħ,[rwaħ],[let's go:Imper],V
420.0,littihal,a,[ad],[AD:Comp],
421.0,littihal,nurri,[n-urri],[1P-return:Impf],V
422.0,littihal,zz,[zz],[from],
423.0,littihal,ʁid,[ʁid],[deic],
424.0,littihal,nit,[nit],[really],
425.0,littihal,New_Sentence,New_Sentence,New_Sentence,
426.0,littihal,awa,[awa],[so],
427.0,littihal,gwma,[gwma],[brother],N
428.0,littihal,ħnna,[ħnna],[darling],N
429.0,littihal,ʁir,[ʁir],[just],
430.0,littihal,rwaħ,[rwaħ],[let's go:Imper],V
431.0,littihal,New_Sentence,New_Sentence,New_Sentence,
432.0,littihal,lʕahd,[l-ʕahd],[the-promise],N
433.0,littihal,n,[n],[of],
434.0,littihal,!rbbi,[!rbbi],[God],N
435.0,littihal,ʁwad,[ʁ-wa-d],[DemPronMS-Deic:this one],
436.0,littihal,at,[ad],[AD:Comp],
437.0,littihal,t,[t],[Obj:3MS],
438.0,littihal,i,[i],[to me],
439.0,littihal,igan,[i-ga-n],[3MS-be:pf-partic],V
440.0,littihal,ha,[ha],[here is],
441.0,littihal,lʕahd,[l-ʕahd],[the-promise],N
442.0,littihal,n,[n],[of],
443.0,littihal,sidi,[sidi],[my lord],N
444.0,littihal,!rbbi,[!rbbi],[God],N
445.0,littihal,amʁdar,[a-mʁdar],[MFSS- traitor],N
446.0,littihal,at,[ad],[AD:Comp],
447.0,littihal,t,[t],[Obj:3MS],
448.0,littihal,iʁwdr,[i-ʁwdr],[3MS-betray:Impf],V
449.0,littihal,!rbbi,[!rbbi],[God],N
450.0,littihal,New_Sentence,New_Sentence,New_Sentence,
451.0,littihal,zajd,[zajd],[2S:move:ao],V
452.0,littihal,ha,[ha],[here is],
453.0,littihal,tigmmi,[ti-gmmi],[FFSS-house],N
454.0,littihal,t!zrit,[t-!zri-t],[2S-see:pf],V
455.0,littihal,stt,[stt],[stt],
456.0,littihal,hatti,[hatti],[presentative],
457.0,littihal,a,[a],[voc],
458.0,littihal,gwma,[gwma],[brother],N
459.0,littihal,ħnna,[ħnna],[darling],N
460.0,littihal,ha,[ha],[here is],
461.0,littihal,rrjad,[rrjad],[big house],N
462.0,littihal,ha,[ha],[here is],
463.0,littihal,lħmmam,[l-ħmmam],[the bath],N
464.0,littihal,ha,[ha],[here is],
465.0,littihal,tiħuna,[ti-ħun-a],[PFFS-shope],N
466.0,littihal,mrħba,[mrħba],[welcome],
467.0,littihal,bik,[bik],[to you],
468.0,littihal,New_Sentence,New_Sentence,New_Sentence,
469.0,littihal,tssnt,[t-ssn-t],[2MS-know:ao],V
470.0,littihal,mat,[mat],[what],
471.0,littihal,tskart,[t-skar-t],[2S:do:ao],V
472.0,littihal,ha,[ha],[here is],
473.0,littihal,jji,[iji],[dat:1S],
474.0,littihal,nkki,[nkki],[1S:me],N
475.0,littihal,rad,[rad],[RAD:Fut],
476.0,littihal,ffaʁʁ,[ffaʁ-ʁ],[step out:Impf-1S],V
477.0,littihal,add,[ad],[AD:Comp],
478.0,littihal,kkʁ,[kk-ʁ],[visit:ao-1S],V
479.0,littihal,l!garaʒ,[l-!garaʒ],[the garage],N
480.0,littihal,dari,[dar-i],[at-1S],
481.0,littihal,gis,[gi-s],[loc:3MS],
482.0,littihal,rbʕin,[rbʕin],[fourty],N
483.0,littihal,n,[n],[of],
484.0,littihal,ttaksi,[ttaksi],[taxi],N
485.0,littihal,add,[ad],[AD:Comp],
486.0,littihal,kkʁ,[kk-ʁ],[visit:ao-1S],V
487.0,littihal,dar,[dar],[to],
488.0,littihal,iχddamn,[i-χddam-n],[PMFS-worker],N
489.0,littihal,ad,[ad],[AD:Comp],
490.0,littihal,!zrʁ,[!zr-ʁ],[see:ao-1S],V
491.0,littihal,mad,[mad],[what],
492.0,littihal,skarn,[skar-n],[do:pf-3PM],V
493.0,littihal,tingra,[tingra],[previous contact],
494.0,littihal,i,[i],[to],
495.0,littihal,jji,[iji],[dat:1S],
496.0,littihal,dissn,[di-ss-n],[with-them],
497.0,littihal,!rbʕ,[!rbʕ],[quarter],N
498.0,littihal,ijam,[ijam],[P:day],N
499.0,littihal,a,[ad],[AD:Comp],
500.0,littihal,ja,[ja],[DemPro:here is],
501.0,littihal,nʁdd,[nʁdd],[or],
502.0,littihal,χms,[χms],[five],N
503.0,littihal,ijam,[ijam],[P:day],N
504.0,littihal,New_Sentence,New_Sentence,New_Sentence,
505.0,littihal,awa,[awa],[so],
506.0,littihal,a,[a],[voc],
507.0,littihal,gwma,[gwma],[brother],N
508.0,littihal,muħmmad,[muħmmad],[Mohmmad],N
509.0,littihal,aʁar,[aʁar],[just],
510.0,littihal,zajd,[zajd],[2S:move:ao],V
511.0,littihal,ard,[ard],[ard],
512.0,littihal,ukan,[ukan],[just],
513.0,littihal,t!zrt,[t-!zr-t],[2FS-see:ao],V
514.0,littihal,i,[i],[i],
515.0,littihal,jχf,[iχf],[self],N
516.0,littihal,nk,[n-k],[PossDet:2MS],
517.0,littihal,ħtta,[ħtta],[even if],
518.0,littihal,nkki,[nkki],[1S:me],N
519.0,littihal,ha,[ha],[ha],
520.0,littihal,jji,[iji],[dat:1S],
521.0,littihal,tssnt,[t-ssn-t],[2MS-know:ao],V
522.0,littihal,maniʁ,[maniʁ],[where],
523.0,littihal,i,[i],[to],
524.0,littihal,jji,[iji],[dat:1S],
525.0,littihal,tflt,[t-fl-t],[t-fl-t],V
526.0,littihal,ʃkun,[ʃkun],[whom],
527.0,littihal,New_Sentence,New_Sentence,New_Sentence,
528.0,littihal,!rzm,[!rzm],[open:ao 2S],V
