Order,Titre_Texte,SOUND,MORPHEMES,M-GLOSS,CATEGORY
141.0,amzzud,ad,[ad],[AD:Comp],
142.0,amzzud,ʃʃʁ,[ʃʃ-ʁ],[eat:pf-1S],V
143.0,amzzud,ʁ,[ʁ],[in],
144.0,amzzud,!trf,[!trf],[near],
145.0,amzzud,lbħr,[l-bħr],[sea],N
146.0,amzzud,rwaħt,[rwaħ-t],[come on:Imper-deic],V
147.0,amzzud,inin,[ini-n],[say:pf-3MPS],V
148.0,amzzud,as,[a-s],[dat-3S],
149.0,amzzud,rwaħt,[rwaħ-t],[come on:Imper-deic],V
150.0,amzzud,tini,[t-ini],[2FS-say:pf],V
151.0,amzzud,jasn,[i-a-sn],[to-dat-3-MP],
152.0,amzzud,walajnni,[walajnni],[but],
153.0,amzzud,ad,[ad],[AD:Comp],
154.0,amzzud,i,[i],[to],
155.0,amzzud,jji,[iji],[dat:1S],
156.0,amzzud,tfm,[t-f-m],[2MP-give:ao],V
157.0,amzzud,laman,[l-aman],[Security],N
158.0,amzzud,aʃku,[aʃku],[because],
159.0,amzzud,!ssltan,[!ssltan],[Sultan],N
160.0,amzzud,n,[n],[of],
161.0,amzzud,islman,[i-slm-an],[fish:MP],N
162.0,amzzud,a,[ad],[AD:Comp],
163.0,amzzud,jga,[i-ga],[3MS-be:pf],V
164.0,amzzud,fkin,[fki-n],[give:pf:3MP],V
165.0,amzzud,as,[a-s],[dat-3S],
166.0,amzzud,laman,[l-aman],[Security],N
167.0,amzzud,tmun,[t-mun],[2MS-go with:pf],V
168.0,amzzud,dissn,[di-ss-n],[with-them],
169.0,amzzud,ajlliʁ,[ajlliʁ],[until],
170.0,amzzud,d,[d],[deic],
171.0,amzzud,lkmn,[lkm-n],[3MP:arrive:pf],V
172.0,amzzud,dar,[dar],[to],
173.0,amzzud,ʁwalli,[ʁ-wa-lli],[DemPronMS-Deic:this one],
174.0,amzzud,sawln,[sawl-n],[talk:pf-3MP],V
175.0,amzzud,srs,[sr-s],[to-3S],
176.0,amzzud,isawl,[i-sawl],[3MS-talk:pf],V
177.0,amzzud,srsn,[sr-sn],[to-3MP],V
178.0,amzzud,inin,[ini-n],[say:pf-3MPS],V
179.0,amzzud,as,[a-s],[dat-3S],
180.0,amzzud,awddi,[awddi],[Interjection],
181.0,amzzud,ma,[ma],[what],
182.0,amzzud,jga,[i-ga],[3MS-be:pf],V
183.0,amzzud,ʁajad,[ʁ-aja-d],[DemPro-Deic:this],
184.0,amzzud,takkat,[t-akka-t],[2S-give to:ao],V
185.0,amzzud,i,[i],[to],
186.0,amzzud,tslmt,[t-slm-t],[small fish:PCS],N
187.0,amzzud,a,[ad],[AD:Comp],
188.0,amzzud,jini,[i-ini],[3MS-say:ao],V
189.0,amzzud,jasn,[i-a-sn],[to-dat-3-MP],
190.0,amzzud,nkki,[nkki],[1S:me],N
191.0,amzzud,art,[art],[art],
192.0,amzzud,t,[t],[Obj:3S],
193.0,amzzud,qqssasʁ,[qqssas-ʁ],[chop:Impf-1S],V
194.0,amzzud,lkif,[l-kif],[canabis],N
195.0,amzzud,ar,[ar],[AR],
196.0,amzzud,nn,[nn],[deic],
197.0,amzzud,!ttar,[!ttar],[pitch into the water:Impf:3MS],V
198.0,amzzud,zzrriʕt,[zzrriʕt],[grain],N
199.0,amzzud,s,[s],[into],
200.0,amzzud,lbħr,[l-bħr],[sea],N
201.0,amzzud,art,[art],[art],
202.0,amzzud,t,[t],[Obj:3S],
203.0,amzzud,tʃtta,[t-ʃtta],[3FS-eat:Impf],V
204.0,amzzud,tslmt,[t-slm-t],[fish:PCS],N
205.0,amzzud,New_Sentence,New_Sentence,New_Sentence,
206.0,amzzud,mmattin,[mmatti-n],[move:pf-3MP],V
207.0,amzzud,i!frχan,[i-!frχ-an],[MPFS:boy],N
208.0,amzzud,lli,[lli],[RelPro],
209.0,amzzud,zzigzn,[zzigz-n],[walk:ao-3MP],V
210.0,amzzud,!amzn,[!amz-n],[3MP:hold:ao],V
211.0,amzzud,aʁaras,[a-ʁaras],[MFSS-path],N
212.0,amzzud,ajlliʁ,[ajlliʁ],[until],
213.0,amzzud,qqrrbn,[qqrrb-n],[approach:pf-3MP],V
214.0,amzzud,ja,[ja],[one],
215.0,amzzud,wdrar,[w-drar],[SMCS-mountain],N
216.0,amzzud,sawlnt,[sawl-nt],[talk:pf-3FP],V
217.0,amzzud,lbhajmnsn,[l-bhajm-nsn],[beast-poss:MP],N
218.0,amzzud,ʒmmʕnt,[ʒmmʕ-nt],[consult:pf-3FP],V
219.0,amzzud,ngrattsnt,[ngr-a-tt-s-nt],[between-3FP],
220.0,amzzud,inint,[ini-nt],[say:pf-3FP],V
221.0,amzzud,nkkni,[nkkni],[1P:we/us],
222.0,amzzud,hann,[hann],[presentative],
223.0,amzzud,!n!rmi,[!n-!rmi],1P-be tired:pf],V
224.0,amzzud,ssadat,[ssadat],[people],N
225.0,amzzud,a,[ad],[AD:Comp],
226.0,amzzud,i!χssa,[i-!χssa],[3MS-miss:pf],V
227.0,amzzud,at,[ad],[AD:Comp],
228.0,amzzud,tn,[tn],[Obj:3MP],
229.0,amzzud,id,[id],[deic],
230.0,amzzud,nluħ,[n-luħ],[1P-1P-throw:Impf],V
231.0,amzzud,aʃwaj,[aʃwaj],[a little],N
232.0,amzzud,nsunfu,[n-sunfu],[1P-rest:ao],V
233.0,amzzud,mdikirnt,[mdikir-nt],[consult:pf-3FP],V
234.0,amzzud,lbhajmlli,[l-bhajm-lli],[animals-RelPro] ,N
235.0,amzzud,f,[f],[for],
236.0,amzzud,unʃk,[unʃk],[much],
237.0,amzzud,ann,[a-nn],[DemDet-Deic:that],
238.0,amzzud,ʁwlint,[ʁwli-nt],[go up:pf:3FP],V
239.0,amzzud,s,[s],[to],
240.0,amzzud,iggi,[iggi],[the side],
241.0,amzzud,wdrar,[w-drar],[SMCS-mountain],N
242.0,amzzud,ad,[ad],[AD:Comp],
243.0,amzzud,!hnttznt,[!hnttznt],[throw out:pf-3MP],V
244.0,amzzud,add,[ad],[AD:Comp],
245.0,amzzud,luħnt,[luħ-nt],[throw:ao-3FP],V
246.0,amzzud,ajtmatnlli,[ajtma-tn-lli],[brother:P-tn-RelPro] ,N
247.0,amzzud,anʃawilli,[a-nʃawi-lli],[MFSS-nʃawi-RelPro] ,N
248.0,amzzud,ntta,[ntta],[3MS:he],
249.0,amzzud,islla,[i-sll-a],[3MS-listen to:pf],V
250.0,amzzud,jasnt,[i-a-snt],[to-dat-3FM],
251.0,amzzud,jini,[i-ini],[3MS-say:ao],V
252.0,amzzud,i,[i],[to],
253.0,amzzud,jajtmas,[i-ajtma-s],[dat-brother-P],N
254.0,amzzud,New_Sentence,New_Sentence,New_Sentence,
255.0,amzzud,uggwzat,[uggwz-at],[go down:ao-2P],V
256.0,amzzud,inin,[ini-n],[say:pf-3MPS],V
257.0,amzzud,as,[a-s],[dat-3S],
258.0,amzzud,hakk,[hakk],[hakk],
259.0,amzzud,awa,[awa],[so],
260.0,amzzud,hakk,[hakk],[hakk],
261.0,amzzud,lkif,[l-kif],[canabis],N
262.0,amzzud,isawl,[i-sawl],[3MS-talk:pf],V
263.0,amzzud,daʁ,[daʁ],[once again],
264.0,amzzud,ʁila,[ʁila],[now],
265.0,amzzud,lkif,[l-kif],[canabis],N
266.0,amzzud,a,[ad],[AD:Comp],
267.0,amzzud,jak,[i-a-k],[to-dat-2MS],
268.0,amzzud,innan,[i-nna-n],[3MS-say-partic],V
269.0,amzzud,ʁiknna,[ʁiknna],[like this],
270.0,,New_Sentence,New_Sentence,New_Sentence,
271.0,amzzud,inna,[i-nna],[3MS-say:pf],V
272.0,amzzud,jasn,[i-a-sn],[to-dat-3-MP],
273.0,amzzud,nkki,[nkki],[1S:me],N
274.0,amzzud,nniʁ,[nni-ʁ],[say:pf-1S],V
275.0,amzzud,awn,[a-wn],[comp-2MP],
276.0,amzzud,ggwzat,[ggwza-t],[sit down-2P],V
277.0,amzzud,agwin,[agwi-n],[refuse:pf-n],V
278.0,amzzud,at,[ad],[AD:Comp],
279.0,amzzud,t,[t],[Obj:3S],
280.0,amzzud,tabʕan,[tabʕa-n],[follow:ao-3MP],V
281.0,amzzud,kksnnn,[kks-n-nn],[take off:pf-3MP-deic],V
282.0,amzzud,imikk,[imikk],[imikk],
283.0,amzzud,!ħnttznt,[!ħnttznt],[throw out:pf-3MP],V
284.0,amzzud,lbhajm,[l-bhajm],[animals],N
285.0,amzzud,luħnt,[luħ-nt],[throw:ao-3FP],V
286.0,amzzud,tni,[n-id],[Obj:3MP-Deic],
287.0,amzzud,!drnd,[!dr-n-d],[go down-3MP-deic],V
288.0,amzzud,i!rz,[i-!rz],[3MS-!rz],V
289.0,amzzud,jan,[ja-n],[one:M],
290.0,amzzud,gisn,[gi-s-n],[loc:3MP],
291.0,,New_Sentence,New_Sentence,New_Sentence,
292.0,amzzud,zzigzn,[zzigz-n],[walk:ao-3MP],V
293.0,amzzud,asin,[asi-n],[carry:pf-3MP],V
294.0,amzzud,gwmattsn,[gwma-tt-sn],[brother-poss:3MP],N
295.0,amzzud,lli,[lli],[RelPro],
296.0,amzzud,lkmn,[lkm-n],[3MP:arrive:pf],V
297.0,amzzud,ngr,[ngr],[between],
298.0,amzzud,kra,[kra],[some],
299.0,amzzud,jʁarasn,[i-ʁaras-n],[MPFS-path],N
300.0,amzzud,afnnn,[af-n-nn],[find:ao-3MP-deic],V
301.0,amzzud,snat,[snat],[two:F],
302.0,amzzud,titbirin,[ti-tbir-in],[FPFS-dove],N
303.0,amzzud,ʒmmʕnt,[ʒmmʕ-nt],[consult:pf-3FP],V
304.0,amzzud,tnna,[t-nna],[3FS-say:pf],V
305.0,amzzud,jat,[ja-t],[one:F],
306.0,amzzud,gisnt,[gi-s-n-t],[loc:3FP],
307.0,amzzud,i,[i],[dat],
308.0,amzzud,!tajja,[!ta-jja],[DemPron:2FS-other],
309.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
310.0,amzzud,ad,[a-d],[DemDet-Deic:this] ,
311.0,amzzud,lli,[lli],[RelPro],
312.0,amzzud,llan,[lla-n],[be:pf-3MP],V
313.0,amzzud,ʁ,[ʁ],[in],
314.0,amzzud,ammas,[ammas],[inside],N
315.0,amzzud,wʁiʁa,[w-ʁiʁa],[SMCS-cave],N
316.0,amzzud,jiwid,[i-iwi-d],[3MS-bring:pf-deic],V
317.0,amzzud,daʁ,[daʁ],[once again],
318.0,amzzud,jat,[ja-t],[one:F],
319.0,amzzud,tfruχt,[t-fruχ-t],[FSCS:girl],N
320.0,amzzud,!idgam,[!idgam],[yesterday],N
321.0,amzzud,tini,[t-ini],[2FS-say:pf],V
322.0,amzzud,jas,[i-a-s],[to-dat-3S],
323.0,amzzud,tisssnat,[tiss snat],[two:F],
324.0,amzzud,nkki,[nkki],[1S:me],N
325.0,amzzud,jakkw,[i-akkw],[not even],
326.0,amzzud,ur,[ur],[neg],
327.0,amzzud,!χalidʁ,[!χalid-ʁ],[frequent:pfneg-1S],V
328.0,amzzud,gilli,[gilli],[gilli],
329.0,amzzud,ʁ,[ʁ],[when],
330.0,amzzud,illa,[i-lla],[3MS-be:pf],V
331.0,amzzud,New_Sentence,New_Sentence,New_Sentence,
332.0,amzzud,abnti,[a-bnti],[O-daughter],N
333.0,amzzud,hatinn,[hat-inn],[presentative-deic],
334.0,amzzud,illa,[i-lla],[3MS-be:pf],V
335.0,amzzud,ʁ,[ʁ],[in],
336.0,amzzud,ngr,[ngr],[between],
337.0,amzzud,iʁarasn,[i-ʁaras-n],[FPSS-path],N
338.0,amzzud,ʁ,[ʁ],[at],
339.0,amzzud,lmakan,[l-makan],[location],N
340.0,amzzud,iflani,[iflani],[unknown],N
341.0,,New_Sentence,New_Sentence,New_Sentence,
342.0,amzzud,lliʁ,[lliʁ],[RelPro],
343.0,amzzud,ʒmmʕnt,[ʒmmʕ-nt],[consult:pf-3FP],V
344.0,amzzud,titbirin,[ti-tbir-in],[FPFS-dove],N
345.0,amzzud,ngrattsnt,[ngr-a-tt-s-nt],[between-3FP],
346.0,amzzud,issn,[i-ssn],[3MS-know:pf],V
347.0,amzzud,kullu,[kullu],[all],
348.0,amzzud,unʃawi,[u-nʃawi],[SMCS-canabis smoker],N
349.0,amzzud,mas,[ma-s],[with what],
350.0,amzzud,nnant,[nna-nt],[say:pf-3FP],V
351.0,amzzud,!j!amz,[!j-!amz],[3MS-hold:pf],V
352.0,amzzud,lʕunwan,[l-ʕunwan],[the adress],N
353.0,amzzud,jini,[i-ini],[3MS-say:ao],V
354.0,amzzud,i,[i],[dat],
355.0,amzzud,jajtmas,[i-ajtma-s],[dat-brother-P],N
356.0,amzzud,lli,[lli],[RelPro],
357.0,amzzud,ggwzat,[ggwza-t],[sit down-2P],V
358.0,amzzud,jini,[i-ini],[3MS-say:ao],V
359.0,amzzud,jas,[i-a-s],[to-dat-3S],
360.0,amzzud,wissin,[wissin],[thee second],
361.0,amzzud,isawld,[i-sawl-d],[3MS-speek:pf-deic],V
362.0,amzzud,daʁ,[daʁ],[once again],
363.0,amzzud,gikk,[gi-kk],[in:2PS],
364.0,amzzud,lkif,[l-kif],[canabis],N
365.0,amzzud,isawld,[i-sawl-d],[3MS-speek:pf-deic],V
366.0,amzzud,ʁwali,[ʁ-wa-li],[DemPronMS-Deic:this one],
367.0,amzzud,i!rzan,[i-!rza-n],[3MS-!rza-n],V
368.0,amzzud,nkki,[nkki],[1S:me],N
369.0,amzzud,bʕda,[bʕda],[first],
370.0,amzzud,srsat,[srs-at],[put:ao-2MP],V
371.0,amzzud,i,[i],[to],
372.0,amzzud,jji,[iji],[dat:1S],
373.0,amzzud,ssaʕt,[ssaʕt],[the time],
374.0,amzzud,lli,[lli],[RelPro],
375.0,amzzud,jaʁ,[i-aʁ],[dat-1S],
376.0,amzzud,inna,[i-nna],[3MS-say:pf],V
377.0,amzzud,ggwzat,[ggwza-t],[sit down-2P],V
378.0,amzzud,nagwi,[n-agwi],[n-agwi],
379.0,amzzud,ha,[ha],[presentative],
380.0,amzzud,ma,[ma],[what],
381.0,amzzud,jji,[iji],[dat:1S],
382.0,amzzud,i!ʒran,[i-!ʒra-n],[3MS-!ʒra-n],V
383.0,amzzud,!kkattaʁ,[!kkatt-aʁ],[1Spass:pf],V
384.0,amzzud,ʁilad,[ʁilad],[now],
385.0,amzzud,i!χssa,[i-!χssa],[3MS-miss:pf],V
386.0,amzzud,a,[ad],[AD:Comp],
387.0,amzzud,jji,[iji],[dat:1S],
388.0,amzzud,tsrsm,[t-srs-m],[2P-put:ao-M],V
389.0,amzzud,New_Sentence,New_Sentence,New_Sentence,
390.0,amzzud,tabʕant,[tabʕa-nt],[follow:ao-3FP],V
391.0,amzzud,ajtmas,[ajtma-s],[brother:P-poss:3S],N
392.0,amzzud,lli,[lli],[RelPro],
393.0,amzzud,ar,[ar],[AR],
394.0,amzzud,ittlli,[i-ttll-i],[3MS-slow down:Imf],V
395.0,amzzud,ajlliʁ,[ajlliʁ],[until],
396.0,amzzud,jufa,[i-ufa],[3MS-find:pf],V
397.0,amzzud,aʁiʁalli,[a-ʁiʁa-lli],[MFSS-cave-RelPro] ,N
398.0,amzzud,ʁ,[ʁ],[where],
399.0,amzzud,illa,[i-lla],[3MS-be:pf],V
400.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
401.0,amzzud,jini,[i-ini],[3MS-say:ao],V
402.0,amzzud,jasn,[i-a-sn],[to-dat-3-MP],
403.0,amzzud,ara,[ara],[2S:give:Imper],V
404.0,amzzud,fat,[fa-t],[give:pf-2MP],V
405.0,amzzud,i,[i],[to],
406.0,amzzud,jji,[iji],[dat:1S],
407.0,amzzud,ssif,[ssif],[the sword],N
408.0,amzzud,i,[i],[dat],
409.0,amzzud,jbbwa,[i-bbwa],[to-father],N
410.0,amzzud,add,[ad],[AD:Comp],
411.0,amzzud,kkʁ,[kk-ʁ],[visit:ao-1S],V
412.0,amzzud,lʁar,[lʁar],[cave],N
413.0,amzzud,ad,[ad],[AD:Comp],
414.0,amzzud,fkin,[fki-n],[give:pf:3MP],V
415.0,amzzud,as,[a-s],[dat-3S],
416.0,amzzud,t,[t],[Obj:3S],
417.0,amzzud,ikkwsr,[i-kkwsr],[3MS-penetrate],V
418.0,amzzud,unʃawi,[u-nʃawi],[SMCS-canabis smoker],N
419.0,amzzud,ilkm,[i-lkm],[3MS-arrive:pf],V
420.0,amzzud,lqqaʕ,[lqqaʕ],[sheep],N
421.0,amzzud,llʁar,[llʁar],[the cave],N
422.0,amzzud,jafinn,[i-af-inn],[3MS-find:pf-deic],V
423.0,amzzud,gis,[gi-s],[loc:3MS],
424.0,amzzud,lbiban,[lbiban],[the door:P],N
425.0,amzzud,ittħinn,[i-ttħi-nn],[3MS-push:pf-deic],V
426.0,amzzud,lbab,[l-bab],[the door:S],N
427.0,amzzud,izwarn,[i-zwar-n],[3MS-be first-partic],V
428.0,amzzud,jafinn,[i-af-inn],[3MS-find:pf-deic],V
429.0,amzzud,gis,[gi-s],[loc:3MS],
430.0,amzzud,ja,[jat],[one:F],
431.0,amzzud,ttfruχt,[tt-fruχ-t],[FSCS:girl],N
432.0,amzzud,tini,[t-ini],[2FS-say:pf],V
433.0,amzzud,jas,[i-a-s],[to-dat-3S],
434.0,amzzud,a!llah,[a-!llah],[O-Allah],N
435.0,amzzud,awddi,[awddi],[Interjection],
436.0,amzzud,mani,[mani],[where],
437.0,amzzud,trit,[t-ri-t],[2MS-want:ao],V
438.0,,New_Sentence,New_Sentence,New_Sentence,
439.0,amzzud,illa,[i-lla],[3MS-be:pf],V
440.0,amzzud,ʁinn,[ʁinn],[over there],
441.0,amzzud,ja,[jan],[one:M],
442.0,amzzud,llʕfrit,[ll-ʕfrit],[the devil],N
443.0,amzzud,ra,[ra],[ra:Fut],
444.0,amzzud,kk,[kk],[2MS:you],N
445.0,amzzud,ka,[ka],[really],
446.0,amzzud,isu,[i-su],[3MS-drink:ao],V
447.0,,New_Sentence,New_Sentence,New_Sentence,
448.0,amzzud,inna,[i-nna],[3MS-say:pf],V
449.0,amzzud,jas,[i-a-s],[to-dat-3S],
450.0,amzzud,ħijd,[ħijd],[aside up:Imper 2S],V
451.0,amzzud,i,[i],[to],
452.0,amzzud,jji,[iji],[dat:1S],
453.0,amzzud,fllas,[flla-s],[on-3MS],
454.0,amzzud,nttan,[nttan],[3MS:he],
455.0,amzzud,a,[ad],[AD:Comp],
456.0,amzzud,sa,[sa],[sa],
457.0,amzzud,ttlliʁ,[ttlli-ʁ],[look for:impf-1S],
458.0,,New_Sentence,New_Sentence,New_Sentence,
459.0,amzzud,tnna,[t-nna],[3FS-say:pf],V
460.0,amzzud,jas,[i-a-s],[to-dat-3S],
461.0,amzzud,ur,[ur],[neg],
462.0,amzzud,ad,[ad],[AD:Comp],
463.0,amzzud,ak,[a-k],[dat-2MS],
464.0,amzzud,!rzmʁ,[!rzm-ʁ],[releas:ao-dat3S],V
465.0,,New_Sentence,New_Sentence,New_Sentence,
466.0,amzzud,inna,[i-nna],[3MS-say:pf],V
467.0,amzzud,jas,[i-a-s],[to-dat-3S],
468.0,amzzud,!nnurzm,[!nn-urzm],[pron-release:ao],V
469.0,amzzud,nʁdd,[nʁdd],[nʁdd],
470.0,amzzud,a,[ad],[AD:Comp],
471.0,amzzud,kkm,[kkm],[2FS:you],N
472.0,amzzud,ka,[ka],[really],
473.0,amzzud,mħiʁ,[mħi-ʁ],[erase-1S],V
474.0,amzzud,ar,[ar],[AR],
475.0,amzzud,ttqijjas,[tt-qijjas],[3FS-think:impf],V
476.0,amzzud,χtalli,[χ-ta-lli],[DemPronFS:this one-RelRep],
477.0,amzzud,ajlliʁ,[ajlliʁ],[until],
478.0,amzzud,t!ksud,[t-!ksud],[3FS-be afraid:pf],V
