Order,Titre_Texte,SOUND,MORPHEMES,M-GLOSS,CATEGORY
39,Hasan,ittqqmmwarn,[i-tt-qqmmwar-n],[3MS-tt-gamble-n:partic],V
40,,New_Sentence,New_Sentence,New_Sentence,
41,Hasan,lħasil,[l-ħasil],[in any case],
42,Hasan,iggrud,[i-ggrud],[3MS-born:pf],V
43,Hasan,dars,[dar-s],[at-3S],
44,Hasan,ħasan,[ħasan],[Hassan],N
45,Hasan,nttan,[nttan],[3MS:him],
46,Hasan,a,[a-d],[AD:Comp],
47,Hasan,jzwarn,[i-zwar-n],[3MS-be first-n:partic],V
48,Hasan,mn,[mn],[by],
49,Hasan,baʕd,[baʕd],[after],
50,Hasan,ilald,[i-lal-d],[3MS-born:pf-deic],V
51,Hasan,dars,[dar-s],[at-3S],
52,Hasan,ʕabdarraħim,[ʕabdarraħim],[Abdarrahim],N
53,Hasan,!imzzi,[i-m!zzi],[3MS-be small:pf],V
54,,New_Sentence,New_Sentence,New_Sentence,
55,Hasan,ig,[i-g],[3MS-place:pf],V
56,Hasan,tn,[tn],[Obj:3MP],
57,Hasan,ʁ,[ʁ],[in],
58,Hasan,tmzgida,[t-mzgid-a],[FSCS-mosque],N
59,Hasan,ajlliʁ,[ajlliʁ],[until],
60,Hasan,mqqorn,[mqqor-n],[3PM:grow:pf],V
61,Hasan,imikk,[imikk],[little],
62,Hasan,iqijd,[i-qijd],[3MS-enroll:pf],V
63,Hasan,tninn,[tn-inn],[Obj:3MP-deic],
64,Hasan,ʁ,[ʁ],[in],
65,Hasan,sskwila,[sskwila],[school],N
66,Hasan,ar,[ar],[AR],
67,Hasan,tn,[tn],[Obj:3PM],
68,Hasan,ittawi,[i-tt-awi],[3MS-bring:Impf],V
69,Hasan,zikk,[zikk],[early],
70,Hasan,!sbaħ,[!sbaħ],[morning],N
71,Hasan,irar,[i-rar],[3MS- bring back:Impf],V
72,Hasan,tnid,[tn-id],[Obj:3MP-deic],
73,Hasan,ʁ,[ʁ],[at],
74,Hasan,!nss,[!nss],[half],N
75,Hasan,!nnhar,[!nnhar],[day],N
76,Hasan,awa,[awa],[so],
77,Hasan,ħasan,[ħasan],[Hassan],N
78,Hasan,ar,[ar],[AR],
79,Hasan,as,[a-s],[dat:3MS],
80,Hasan,jakka,[i-akka],[3MS-give:Impf],V
81,Hasan,ʕʃrin,[ʕʃrin],[twenty],N
82,Hasan,rjal,[rjal],[rial],N
83,Hasan,ʕabdrraħim,[ʕabdrraħim],[Abdrrahim],N
84,Hasan,ʕʃra,[ʕʃra],[ten],N
85,Hasan,d,[d],[and],
86,Hasan,rjal,[rjal],[rial],N
87,Hasan,New_Sentence,New_Sentence,New_Sentence,
88,Hasan,ikk,[i-kk],[3MS-pass:pf],V
89,Hasan,lħal,[l-ħal],[the time],N
90,Hasan,kra,[kra],[some],
91,Hasan,imil,[imil],[but],
92,Hasan,aʁaras,[a-ʁaras],[MFSS-path],N
93,Hasan,n,[n],[of],
94,Hasan,sskwila,[sskwila],[school],N
95,Hasan,gis,[gi-s],[in-3MS],
96,Hasan,jat,[jat],[one:F],
97,Hasan,lqhwa,[l-qhwa],[the coffee],N
98,Hasan,gis,[gi-s],[in-3MS],
99,Hasan,aʁar,[aʁar],[just],
100,Hasan,id,[id],[Dem:those],
101,Hasan,bu,[bu],[owner],
102,Hasan,lkif,[l-kif],[canabis],N
103,Hasan,ar,[ar],[AR],
104,Hasan,ttrʃaqqn,[tt-rʃaqq-n],[3PM-enjoy:impf],V
105,Hasan,s,[s],[with],
106,Hasan,l!utar,[l-!utar],[the-lute],N
107,Hasan,ar,[ar],[AR],
108,Hasan,srs,[sr-s],[to-3S],
109,Hasan,ikʃʃm,[i-kʃʃm],[3MS-come in:Impf],V
110,Hasan,ħasan,[ħasan],[Hassan],N
111,Hasan,ar,[ar],[AR],
112,Hasan,gis,[gi-s],[in-3MS],
113,Hasan,igrru,[i-grru],[3MS-pick up:pf],V
114,Hasan,lbbwant,[l-bbwant],[butts],N
115,Hasan,imikk,[imikk],[little],
116,Hasan,ar,[ar],[AR],
117,Hasan,as,[a-s],[dat:3MS],
118,Hasan,akkan,[akka-n],[give:Impf-3S],V
119,Hasan,ʃʃqf,[ʃʃqf],[pipe],N
120,Hasan,ar,[ar],[AR],
121,Hasan,ittggr,[i-tt-ggr],[3MS-tt-play:ao],V
122,Hasan,i,[i],[with],
123,Hasan,lgnbri,[l-gnbri],[the-lute],N
124,Hasan,ar,[ar],[AR],
125,Hasan,gis,[gi-s],[in-3MS],
126,Hasan,ittʕllam,[i-tt-ʕllam],[3MS-tt-learn:Impf],V
127,Hasan,imjur,[i-mjur],[3MS-accustom:pf],V
128,Hasan,ann,[a-nn],[DemDet-Deic:that],
129,Hasan,lħalt,[l-ħal-t],[the state],N
130,Hasan,ur,[ur],[neg],
131,Hasan,a,[a],[voc],
132,Hasan,sul,[sul],[not yet],
133,Hasan,ittddu,[i-tt-ddu],[3ST-go to:Impf],V
134,Hasan,s,[s],[to],
135,Hasan,sskwila,[sskwila],[school],N
136,Hasan,ʕabdrraħim,[ʕabdrraħim],[Abdrrahim],N
137,Hasan,nttan,[nttan],[3MS:him],
138,Hasan,ur,[ur],[neg],
139,Hasan,at,[ad],[AD:Comp],
140,Hasan,t,[t],[Obj:3FS],
141,Hasan,ittmnnak,[i-tt-mnnak],[3MS-be absent:Impf],V
142,Hasan,kudnnad,[kudnna-d],[Everytime-deic],
143,Hasan,iffaʁ,[i-ffaʁ],[3MS-go out:pf],V
144,Hasan,ʁ,[ʁ],[at],
145,Hasan,ltnaʕʃ,[l-tnaʕʃ],[twelve o'clock],N
146,Hasan,islid,[i-sli-d],[3MS-go through:pf-deic],V
147,Hasan,ħasan,[ħasan],[Hassan],N
148,Hasan,ddun,[ddu-n],[go:ao-3PM],V
149,Hasan,ʃʃind,[ʃʃi-n-d],[eat:pf-3PM-deic],V
150,Hasan,imkli,[imkli],[lunch],N
151,Hasan,ʁ,[ʁ],[at],
152,Hasan,tgmmi,[t-gmmi],[FSCS-house],N
153,Hasan,jurri,[i-urri],[3MS-return:pf],V
154,Hasan,ʕabdrraħim,[ʕabdrraħim],[Abdrrahim],N
155,Hasan,s,[s],[from],
156,Hasan,sskwila,[sskwila],[school],N
157,Hasan,iddu,[i-ddu],[3MS-go:ao],V
158,Hasan,ħasan,[ħasan],[Hassan],N
159,Hasan,s,[s],[to],
160,Hasan,lqhwalli,[l-qhwa-lli],[the coffee-RelPro] ,N
161,Hasan,ar,[ar],[AR],
162,Hasan,gis,[gi-s],[in-3MS],
163,Hasan,ittbuwaqq,[i-tt-buwaqq],[3MS-himself-hallucinate:Impf],V
164,Hasan,idrrb,[i-drrb],[3MS-train:pf],V
165,Hasan,f,[f],[for],
166,Hasan,l!utar,[l-!utar],[the-lute],N
167,Hasan,ajlliʁ,[ajlliʁ],[until],
168,Hasan,as,[a-s],[dat:3MS],
169,Hasan,bahra,[bahra],[a lot],
170,Hasan,issn,[i-ssn],[3MS-know:pf],V
171,Hasan,at,[ad],[AD:Comp],
172,Hasan,t,[t],[Obj:3FS],
173,Hasan,ukan,[ukan],[just],
174,Hasan,jut,[i-ut],[3MS-play lute:pf],V
175,Hasan,issfʁd,[i-ss-fʁ-d],[3MS-brought out:pf-deic],V
176,Hasan,gis,[gi-s],[in-3MS],
177,Hasan,kra,[kra],[some],
178,Hasan,n,[n],[of],
179,Hasan,nnqt,[nnqt],[notes],N
180,Hasan,lʕaʒajb,[l-ʕaʒajb],[oddities],N
181,Hasan,ar,[ar],[AR],
182,Hasan,d,[d],[and],
183,Hasan,kullu,[kullu],[all],
184,Hasan,fllas,[flla-s],[on-3MS],
185,Hasan,ismun,[i-smun],[3MS-gather:pf],V
186,Hasan,id,[id],[Dem:those],
187,Hasan,bu,[bu],[owner],
188,Hasan,lqhwa,[l-qhwa],[the coffee],N
189,Hasan,New_Sentence,New_Sentence,New_Sentence,
190,Hasan,igawr,[i-gawr],[3MS-stay:pf],V
191,Hasan,ʕabdrraħim,[ʕabdrraħim],[Abdrrahim],N
192,Hasan,ajlliʁ,[ajlliʁ],[until],
193,Hasan,jini,[i-ini],[3MS-say:ao],V
194,Hasan,d,[d],[and],
195,Hasan,ugaju,[u-gaju],[SMCS-head],N
196,Hasan,ns,[n-s],[PossDet:3S],
197,Hasan,wah,[wah],[wah],
198,Hasan,nkki,[nkki],[1S:me],N
199,Hasan,lli,[lli],[RelPro],
200,Hasan,ittddun,[i-tt-ddu-n],[3MS-tt-go away-n:partic],V
201,Hasan,s,[s],[to],
202,Hasan,sskwila,[sskwila],[school],N
203,Hasan,ar,[ar],[AR],
204,Hasan,i,[i],[to],
205,Hasan,jji,[iji],[dat:1S],
206,Hasan,j,[j],[to],
207,Hasan,akka,[akka],[akka],
208,Hasan,ibbwa,[i-bbwa],[dat-father],N
209,Hasan,ʕʃra,[ʕʃra],[ten],N
210,Hasan,d,[d],[and],
211,Hasan,rjal,[rjal],[rial],N
212,Hasan,ħasanlli,[ħasan-lli],[ħasan-RelPro] ,N
213,Hasan,ifttun,[i-fttu-n],[3MS-go away-n:partic],V
214,Hasan,aʁar,[aʁar],[just],
215,Hasan,s,[s],[to],
216,Hasan,lqhwa,[l-qhwa],[the coffee],N
217,Hasan,ar,[ar],[AR],
218,Hasan,itt!amz,[i-tt-!amz],[3MS-hold:Impf],V
219,Hasan,ʕʃrin,[ʕʃrin],[twenty],N
220,Hasan,rjal,[rjal],[rial],N
221,Hasan,matta,[matta],[what],
222,Hasan,l!istiʕmar,[l-!istiʕmar],[colonialism],N
223,Hasan,a,[a-d],[DemDet-Deic:this] ,
224,Hasan,ddl,[ddl],[submission],N
225,Hasan,ad,[a-d],[DemDet-Deic:this] ,
226,Hasan,ur,[ur],[neg],
227,Hasan,at,[ad],[AD:Comp],
228,Hasan,t,[t],[Obj:3FS],
229,Hasan,sul,[sul],[never],
230,Hasan,qqblʁ,[qqbl-ʁ],[accept:ao-1S],V
231,Hasan,New_Sentence,New_Sentence,New_Sentence,
232,Hasan,iddu,[i-ddu],[3MS-go:ao],V
233,Hasan,jini,[i-ini],[3MS-say:ao],V
234,Hasan,i,[i],[to],
235,Hasan,bbwa,[bbwa],[father],N
236,Hasan,s,[s],[3S:his],
237,Hasan,i,[i],[to],
238,Hasan,bbwa,[bbwa],[father],N
239,Hasan,nkki,[nkki],[1S:me],N
240,Hasan,lli,[lli],[RelPro],
241,Hasan,ifttun,[i-fttu-n],[3MS-go-n:partic],V
242,Hasan,s,[s],[to],
243,Hasan,sskwila,[sskwila],[school],N
244,Hasan,ar,[ar],[AR],
245,Hasan,i,[i],[to],
246,Hasan,jji,[iji],[dat:1S],
247,Hasan,takkat,[t-akka-t],[2S-give:Impf],V
248,Hasan,aʁar,[aʁar],[just],
249,Hasan,ʕʃra,[ʕʃra],[ten],N
250,Hasan,d,[d],[and],
251,Hasan,rjal,[rjal],[rial],N
252,Hasan,ħasan,[ħasan],[Hassan],N
253,Hasan,lli,[lli],[RelPro],
254,Hasan,ikʃmn,[i-kʃm-n],[3MS-go to:pf-n:paric],V
255,Hasan,aʁar,[aʁar],[just],
256,Hasan,lqhwa,[l-qhwa],[the coffee],N
257,Hasan,ar,[ar],[AR],
258,Hasan,as,[a-s],[dat:3MS],
259,Hasan,takkat,[t-akka-t],[2MS-give:Impf],V
260,Hasan,uggar,[uggar],[more than],
261,,New_Sentence,New_Sentence,New_Sentence,
262,Hasan,inna,[i-nna],[3MS-say:pf],V
263,Hasan,jas,[i-a-s],[dat:3MS],
264,Hasan,manik,[manik],[where are you],
265,Hasan,a,[a],[voc],
266,Hasan,jwi,[iwi],[son],N
267,Hasan,!amz,[!amz],[2S:hold:Imper],V
268,Hasan,!ttodda,[!ttodda],[make ablution:imper 2S],V
269,Hasan,!tzzallt,[t-!zzall-t],[2S-pray:pf],V
270,,New_Sentence,New_Sentence,New_Sentence,
271,Hasan,lliʁ,[lliʁ],[RelPro],
272,Hasan,!zzolln,[!zzoll-n],[pray:pf-3PM],V
273,Hasan,iʕawd,[i-ʕawd],[3MS-tell:pf],V
274,Hasan,as,[a-s],[dat-3S],
275,Hasan,ʕabdrraħim,[ʕabdrraħim],[Abdrrahim],N
276,Hasan,ma,[ma],[what],
277,Hasan,jllan,[i-lla-n],[3MS-be-n:partic],V
278,,New_Sentence,New_Sentence,New_Sentence,
279,Hasan,inkr,[i-nkr],[3MS-get up:pf],V
280,Hasan,i,[i],[Det],
281,Hasan,bbwa,[bbwa],[Father],N
282,Hasan,s,[s],[poss:3S],
283,Hasan,jini,[i-ini],[3MS-say:ao],V
284,Hasan,d,[d],[and],
285,Hasan,ugaju,[u-gaju],[SMCS-head],N
286,Hasan,ns,[n-s],[PossDet:3S],
287,Hasan,u!llah,[u-!llah],[by God],N
288,Hasan,aʁar,[aʁar],[just],
289,Hasan,iʁ,[iʁ],[if],
290,Hasan,!zriʁ,[!zri-ʁ],[see:pf-1S],V
291,Hasan,ʁajlli,[ʁ-aj-lli],[DemPro:this-RelPro],
292,Hasan,s,[s],[Det:Comp],
293,Hasan,i,[i],[to],
294,Hasan,jji,[iji],[dat:1S],
295,Hasan,inna,[i-nna],[3MS-say:pf],V
296,Hasan,ad,[a-d],[DemDet-Deic:this],
297,Hasan,wazzan,[u-azzan],[SMCS-child],N
298,Hasan,is,[is],[is],
299,Hasan,!isħa,[i-!sħa],[3MS-be in good health:pf],V
300,Hasan,New_Sentence,New_Sentence,New_Sentence,
301,Hasan,!sbaħ,[!sbaħ],[morning],N
302,Hasan,ann,[a-nn],[DemDet-Deic:that],
303,Hasan,nkrnd,[nkr-n-d],[stand up:pf-3PM-deic],V
304,Hasan,!zzaln,[!zzal-n],[pray:pf-3PM],V
305,Hasan,!fdrn,[!fdr-n],[have breakfast:pf-3PM],V
306,Hasan,!amzn,[!amz-n],[3PM:hold:ao],V
307,Hasan,aʁaras,[a-ʁaras],[MFSS-path],N
308,Hasan,n,[n],[n],
309,Hasan,sskwila,[sskwila],[school],N
310,Hasan,ffaʁn,[ffaʁ-n],[go out:pf-3MS],V
311,Hasan,itabʕa,[i-tabʕa],[3MS-follow:pf],V
312,Hasan,tn,[tn],[Obj:3MP],
313,Hasan,bbwattsn,[bbwat-sn],[Father-PossDet:3MP],N
314,Hasan,ʁ,[ʁ],[in],
315,Hasan,!darat,[!darat],[backward],N
316,Hasan,lkmn,[lkm-n],[3PM:arrive:pf],V
317,Hasan,lqhwalli,[l-qhwa-lli],[the coffee-RelPro] ,N
318,Hasan,jini,[i-ini],[3MS-say:ao],V
319,Hasan,ħasan,[ħasan],[Hassan],N
320,Hasan,i,[i],[to],
321,Hasan,ʕabdrraħim,[ʕabdrraħim],[Abdrrahim],N
322,Hasan,awa,[awa],[so],
323,Hasan,a,[a],[voc],
324,Hasan,gwma,[gwma],[brother],N
325,Hasan,kudnna,[kudnna],[Everytime],
326,Hasan,tlkm,[t-lkm],[3FS-arrive:pf],V
327,Hasan,l!tnaʕʃ,[l-!tnaʕʃ],[twelve o'clock],N
328,Hasan,tslit,[t-sli-t],[2S-pick up:ao-2S],V
329,Hasan,i,[i],[to],
330,Hasan,jjid,[iji-d],[dat-1S-deic],
331,Hasan,ibalak,[i-balak],[3MS-clear:pf],V
332,Hasan,ikʃm,[i-kʃm],[3MS-come in:pf],V
333,Hasan,s,[s],[in],
334,Hasan,lqhwa,[l-qhwa],[the coffee],N
335,Hasan,inna,[i-nna],[3MS-say:pf],V
336,Hasan,!sbaħ,[!sbaħ],[morning],N
337,Hasan,lχir,[l-χir],[lot of good],N
338,Hasan,a,[a],[voc],
339,Hasan,lmʕllm,[l-mʕllm],[master],N
340,Hasan,isawld,[i-sawl-d],[3MS-speek:pf-deic],V
341,Hasan,lmʕllm,[l-mʕllm],[master],N
342,Hasan,!sbaħ,[!sbaħ],[morning],N
343,Hasan,lχir,[l-χir],[lot of good],N
344,Hasan,a,[a],[voc],
345,Hasan,ħasan,[ħasan],[Hassan],N
346,Hasan,zajdd,[zajdd],[advance:ao:2S],V
347,,New_Sentence,New_Sentence,New_Sentence,
348,Hasan,lqhwa,[l-qhwa],[the coffee],N
349,Hasan,tʕmmr,[t-ʕmmr],[2S-fill],V
350,Hasan,ar,[ar],[AR],
351,Hasan,srs,[sr-s],[to-3S],
352,Hasan,ttqqln,[tt-qql-n],[tt-slow down:pf-3PM],V
353,Hasan,ar,[ar],[AR],
354,Hasan,as,[a-s],[dat:3MS],
355,Hasan,aqqran,[a-qqra-n],[learn:ao-3PM],V
356,Hasan,id,[id],[those],
357,Hasan,bu,[bu],[owner],
358,Hasan,lkif,[l-kif],[canabis],N
359,Hasan,aʃtt,[aʃtt],[come on:Imper:2S],V
360,Hasan,a,[a],[voc],
361,Hasan,ħasan,[ħasan],[Hassan],N
362,Hasan,!amz,[!amz],[2S:hold:Imper],V
363,Hasan,at,[ad],[AD:Comp],
364,Hasan,tkmit,[t-kmi-t],[2S-smoke:pf],V
365,Hasan,a,[a],[voc],
366,Hasan,ħasan,[ħasan],[Hassan],N
367,Hasan,ggr,[ggr],[play:Imper:2S],V
368,Hasan,i,[i],[with],
369,Hasan,l!utar,[l-!utar],[the-lute],N
370,Hasan,a,[a],[voc],
371,Hasan,ħasan,[ħasan],[Hassan],N
372,Hasan,New_Sentence,New_Sentence,New_Sentence,
373,Hasan,!izri,[!i-zri],[3MS-see:pf],V
374,Hasan,t,[t],[Obj:3MS],
375,Hasan,bbwa,[bbwa],[Father],N
376,Hasan,s,[s],[possDet:his],
377,Hasan,jurri,[i-urri],[3MS-return:pf],V
378,Hasan,s,[s],[to],
379,Hasan,tgmmi,[t-gmmi],[FSCS-house],N
380,Hasan,jasid,[i-asi-d],[3MS-bring:ao-deic],V
381,Hasan,a knife,[a knife],[a knife],N
382,Hasan,ar,[ar],[AR],
383,Hasan,t,[t],[Obj:3S],
384,Hasan,issimsid,[i-ss-imsid],[3MS-sharp:ao],V
385,Hasan,ar,[ar],[AR],
386,Hasan,t,[t],[Obj:3S],
387,Hasan,issimsid,[i-ss-imsid],[3MS-sharp:ao],V
388,Hasan,ajlliʁ,[ajlliʁ],[until],
389,Hasan,iga,[i-ga],[3MS-be:pf],V
390,Hasan,zund,[zund],[a-s],
391,Hasan,!zzizwar,[!zzizwar],[shaver],N
392,,New_Sentence,New_Sentence,New_Sentence,
393,Hasan,tini,[t-ini],[2FS-say:pf],V
394,Hasan,jas,[i-a-s],[to-dat-3S],
395,Hasan,tmʁart,[t-mʁar-t],[FSCS-woman],N
396,Hasan,ma,[ma],[what],
397,Hasan,jga,[i-ga],[3MS-be:pf],V
398,Hasan,ʁajnna,[ʁ-aj-nna],[DemPro-Deic:this],
399,Hasan,jini,[i-ini],[3MS-say:ao],V
400,Hasan,jas,[i-a-s],[to-dat-3S],
401,Hasan,ħasan,[ħasan],[Hassan],N
402,Hasan,ur,[ur],[neg],
403,Hasan,a,[a-d],[AD:Comp],
404,Hasan,jaqqra,[i-aqqra],[3MS-learn:ao],V
405,Hasan,ikʃm,[i-kʃm],[3MS-come in:pf],V
406,Hasan,bdda,[bdda],[always],
407,Hasan,lqhwa,[l-qhwa],[the coffee],N
408,Hasan,ar,[ar],[AR],
409,Hasan,ikmmi,[i-kmmi],[3MS-smoke:pf],V
410,Hasan,lkif,[l-kif],[canabis],N
411,Hasan,isala,[i-sala],[3MS-finish:pf],V
412,Hasan,bdda,[bdda],[always],
413,Hasan,lqqmr,[l-qqmr],[gambling],N
414,Hasan,u!llah,[u-!llah],[by God],N
415,Hasan,tumma,[tumma],[then],
416,Hasan,!wllah,[!w-llah],[SMCS-God],N
417,Hasan,a,[a],[voc],
418,Hasan,babas,[baba-s],[father-poss:3S],N
419,Hasan,aʁar,[aʁar],[just],
420,Hasan,iʁ,[iʁ],[if],
421,Hasan,as,[a-s],[dat:3MS],
422,Hasan,ʁrsʁ,[ʁrs-ʁ],[immolate:pf-1S],V
423,Hasan,iʁ,[iʁ],[if],
424,Hasan,d,[d],[and],
425,Hasan,jurri,[i-urri],[3MS-return:pf],V
426,Hasan,ʁ,[ʁ],[at],
427,Hasan,ltnaʕʃ,[l-tnaʕʃ],[twelve o'clock],N
428,Hasan,New_Sentence,New_Sentence,New_Sentence,
429,Hasan,ltnaʕʃ,[l-tnaʕʃ],[twelve o'clock],N
430,Hasan,gllbnd,[gllb-n-d],[return:pf-3PM-deic],V
431,Hasan,tazzanin,[t-azzan-in],[PMFS-children],N
432,Hasan,iffʁ,[i-ffʁ],[3MS-go out:pf],V
433,Hasan,ʕabdrraħim,[ʕabdrraħim],[Abdrrahim],N
434,Hasan,add,[ad],[AD:Comp],
435,Hasan,jawi,[i-awi],[3MS-bring:Impf],V
436,Hasan,aʁrum,[a-ʁrum],[MFSS-bread],N
437,Hasan,ʁ,[ʁ],[to],
438,Hasan,ufrran,[u-frran],[SMCS-furnace],N
439,Hasan,isll,[i-sll],[3MS-hear:pf],V
440,Hasan,ħasan,[ħasan],[Hassan],N
441,Hasan,ijnnas,[i-j-nna-s],[3MS-mother:poss:3S],N
442,Hasan,ar,[ar],[AR],
443,Hasan,talla,[t-alla],[3FS-cry:pf],V
444,Hasan,ikʃmnn,[i-kʃm-nn],[3MS-come in:pf-deic],V
445,Hasan,s,[s],[into],
446,Hasan,lbit,[l-bit],[the room-bit],N
447,Hasan,jini,[i-ini],[3MS-say:ao],V
448,Hasan,jas,[i-a-s],[to-dat-3S],
449,Hasan,ma,[ma],[what],
450,Hasan,kkm,[d km],[d you:FS],
451,Hasan,jaʁn,[i-aʁ-n],[3MS-what-happen-n:partic],V
452,Hasan,a,[a],[voc],
453,Hasan,jnna,[i-nna],[poss-mother:1S],N
454,Hasan,tini,[t-ini],[2FS-say:pf],V
455,Hasan,jas,[i-a-s],[to-dat-3S],
456,Hasan,walu,[walu],[nothing],N
457,Hasan,a,[a],[voc],
458,Hasan,jwi,[iwi],[son],N
459,Hasan,jini,[i-ini],[3MS-say:ao],V
460,Hasan,jas,[i-a-s],[to-dat-3MS],
461,Hasan,maχ,[maχ],[why],
462,Hasan,za,[za],[so],
463,Hasan,lliʁ,[lliʁ],[because now],
464,Hasan,a,[a],[AR],
465,Hasan,tallat,[t-alla-t],[2S-cry:Impf],V
466,,New_Sentence,New_Sentence,New_Sentence,
467,Hasan,tini,[t-ini],[2FS-say:pf],V
468,Hasan,jas,[i-a-s],[to-dat-3S],
469,Hasan,awa,[awa],[so],
470,Hasan,a,[a],[voc],
471,Hasan,jwi,[iwi],[son],N
472,Hasan,aʃku,[aʃku],[because],
473,Hasan,ibbwa,[i-bbwa],[dat-father],N
474,Hasan,k,[k],[PossDet:2MS] ,
475,Hasan,ira,[i-ra],[2MS-drink:ao],V
476,Hasan,a,[a-d],[AD:Comp],
477,Hasan,kk,[kk],[Obj:2MS],
478,Hasan,inʁ,[i-nʁ],[3MS-kill:Impf],V
479,Hasan,iggull,[i-ggull],[3MS-swear:pf],V
480,Hasan,jadlli,[jadlli],[anyway],
481,Hasan,qbl,[qbl],[before],
482,Hasan,add,[ad],[AD:Comp],
483,Hasan,tlalm,[t-lal-m],[2PM-be born:ao],V
484,Hasan,a,[a-d],[AD:Comp],
485,Hasan,wanna,[wanna],[the one who],
486,Hasan,gigun,[gig-un],[in:2PM],
487,Hasan,issan,[i-ssa-n],[3MS-drink:ao-n],V
488,Hasan,ʃʃrab,[ʃʃrab],[wine],N
489,Hasan,nʁdd,[nʁdd],[or],
490,Hasan,wanna,[wanna],[the one who],
491,Hasan,ikmmin,[i-kmmi-n],[3MS-smoke-n:partic],V
492,Hasan,lkif,[l-kif],[canabis],N
493,Hasan,nʁdd,[nʁdd],[nʁdd],
494,Hasan,wanna,[wanna],[the one who],
495,Hasan,ittsalan,[i-tt-sala-n],[3MS-tt-finish-n:partic],V
496,Hasan,lqqmr,[l-qqmr],[gambling],N
497,Hasan,a,[a-d],[AD:Comp],
498,Hasan,sar,[sar],[never],
499,Hasan,as,[a-s],[dat:3MS],
500,Hasan,iʁrs,[i-ʁrs],[3MS-immolate:pf],V
501,Hasan,ʁila,[ʁila],[now],
502,Hasan,hann,[hann],[presentative],
503,Hasan,issn,[i-ssn],[3MS-know:pf],V
504,Hasan,mat,[mat],[ what with],
505,Hasan,tsalat,[t-sala-t],[2S-finish:pf],V
506,Hasan,ʁ,[ʁ],[at],
507,Hasan,lqhwa,[l-qhwa],[the coffee],N
508,,New_Sentence,New_Sentence,New_Sentence,
509,Hasan,jini,[i-ini],[3MS-say:ao],V
510,Hasan,jas,[i-a-s],[to-dat-3S],
511,Hasan,awa,[awa],[so],
512,Hasan,a,[a],[voc],
513,Hasan,jmmi,[i-mm-i],[my mother],
514,Hasan,ara,[ara],[2S:give:ao],V
515,Hasan,za,[za],[za],
516,Hasan,kra,[kra],[some],
517,Hasan,wʁrom,[u-ʁrom],[SMCS-bread],N
518,Hasan,d,[d],[and],
519,Hasan,wataj,[u-ataj],[SMCS-tea],N
520,,New_Sentence,New_Sentence,New_Sentence,
521,Hasan,iʃʃ,[i-ʃʃ],[3MS-eat:ao],V
522,Hasan,aʁromlli,[a-ʁrom-lli],[MFSS-bread-RelPro] ,N
523,Hasan,isu,[i-su],[3MS-drink:ao],V
524,Hasan,ataj,[ataj],[tea],N
525,Hasan,jasi,[i-asi],[3MS-take:ao],
526,Hasan,tal!bzdamt,[ta-l-!bzdam-t],[tobacco pocket],N
527,Hasan,n,[n],[of],
528,Hasan,tbaʁa,[tbaʁa],[obacco],N
529,Hasan,jasi,[i-asi],[3MS-take:ao],
530,Hasan,l!utar,[l-!utar],[the-lute],N
531,Hasan,ns,[n-s],[PossDet:3S],
